id,label,confidence,image,timestamp
462d3807,person,0.6625437140464783,violations/462d3807.jpg,2025-11-25 15:50:52
46cce0a0,person,0.7724334001541138,violations/46cce0a0.jpg,2025-11-25 15:50:50
4dfaf3a9,person,0.8004267811775208,violations/4dfaf3a9.jpg,2025-11-25 15:50:48
2f122d74,person,0.8924235105514526,violations/2f122d74.jpg,2025-11-25 15:40:48
fa2e1f7a,person,0.9262354373931884,violations/fa2e1f7a.jpg,2025-11-25 15:40:46
98d8034f,person,0.9171010851860046,violations/98d8034f.jpg,2025-11-25 15:40:45
066cb5a0,person,0.9104660153388976,violations/066cb5a0.jpg,2025-11-25 15:40:43
4639c207,person,0.903739333152771,violations/4639c207.jpg,2025-11-25 15:40:42
75bba9cc,person,0.916985273361206,violations/75bba9cc.jpg,2025-11-25 15:40:40
958a49e4,person,0.9575042724609376,violations/958a49e4.jpg,2025-11-25 15:40:39
633f4b4a,person,0.9218294024467468,violations/633f4b4a.jpg,2025-11-25 15:40:37
02d6098c,person,0.6492437124252319,violations/02d6098c.jpg,2025-11-25 15:40:36
40a94bf0,person,0.902841866016388,violations/40a94bf0.jpg,2025-11-25 15:40:36
4fc17787,person,0.8517448306083679,violations/4fc17787.jpg,2025-11-25 15:40:34
01b41247,person,0.907811999320984,violations/01b41247.jpg,2025-11-25 15:40:34
cc321417,person,0.8612236976623535,violations/cc321417.jpg,2025-11-25 15:40:32
865d9d8b,person,0.9161751866340636,violations/865d9d8b.jpg,2025-11-25 15:40:32
d771f1ef,person,0.4173240959644317,violations/d771f1ef.jpg,2025-11-25 15:16:14
54761840,person,0.3320898413658142,violations/54761840.jpg,2025-11-25 15:16:14
a77e5819,person,0.3387076258659363,violations/a77e5819.jpg,2025-11-25 15:16:14
a9540c04,person,0.3694821000099182,violations/a9540c04.jpg,2025-11-25 15:16:14
544bcf1e,person,0.3820134103298187,violations/544bcf1e.jpg,2025-11-25 15:16:13
bb88fdc0,person,0.3735730350017547,violations/bb88fdc0.jpg,2025-11-25 15:16:13
3ef233c9,person,0.589924156665802,violations/3ef233c9.jpg,2025-11-25 15:16:12
2f03c7cc,bottle,0.3187328279018402,violations/2f03c7cc.jpg,2025-11-25 13:56:56
4ae38389,person,0.9045010805130004,violations/4ae38389.jpg,2025-11-25 13:56:56
8336a457,bottle,0.2777382433414459,violations/8336a457.jpg,2025-11-25 13:56:54
9da0893a,person,0.9123863577842712,violations/9da0893a.jpg,2025-11-25 13:56:54
1eda6aa1,person,0.9076611399650574,violations/1eda6aa1.jpg,2025-11-25 13:56:53
17afa579,bottle,0.2613361477851867,violations/17afa579.jpg,2025-11-25 13:56:53
1656c6da,person,0.278978019952774,violations/1656c6da.jpg,2025-11-25 13:56:51
57f64deb,person,0.9069051742553712,violations/57f64deb.jpg,2025-11-25 13:56:51
e1e404f9,bottle,0.2774058878421783,violations/e1e404f9.jpg,2025-11-25 13:56:51
5f09948a,bottle,0.2675182819366455,violations/5f09948a.jpg,2025-11-25 13:56:49
e2e07f9a,person,0.9023213386535645,violations/e2e07f9a.jpg,2025-11-25 13:56:49
264b7abf,person,0.9086685180664062,violations/264b7abf.jpg,2025-11-25 13:56:47
1f2716b3,person,0.2615180313587188,violations/1f2716b3.jpg,2025-11-25 13:56:46
7715c263,person,0.894912600517273,violations/7715c263.jpg,2025-11-25 13:56:46
0d8055dd,person,0.8976008892059326,violations/0d8055dd.jpg,2025-11-25 13:56:44
086c891c,person,0.9113994240760804,violations/086c891c.jpg,2025-11-25 13:56:42
f2149e7b,person,0.9070702195167542,violations/f2149e7b.jpg,2025-11-25 13:56:40
